keycodeid,keyword,ProductCode,ProductName,synonymId,synonymkeyword
74178,Electric Call Bell,10059,Diversified Electrical Spares And Stores,NULL,NULL
74186,Iron Box,6054,Metal Box,NULL,NULL
74194,Flip Chart,5921,Stationery,NULL,NULL
74210,Caterpillar Engine,5693,Prime Mover ,NULL,NULL
74218,Coal Conveyor,10053,Conveyor,NULL,NULL
74222,File Flapper,5921,Stationery,NULL,NULL
74229,Industrial Valve,7,Valve,NULL,NULL
74235,RCC Staircase,2177,R C C Work,NULL,NULL
74238,Prodder,10119,Arms/Ammunation Equipment,NULL,NULL
74239,Clariflocculator,10101,Water Purification System,NULL,NULL
74240,Dosing Machine,4844,Chemical Dozing System,NULL,NULL
74242,Drinking Glass,3986,Glassware Item,NULL,NULL
74244,Vertical Pump Repair,5,Pump,NULL,NULL
74253,Horn Valve,7,Valve,NULL,NULL
74254,Aluminium Fitting,3531,Hardware And Accessories,NULL,NULL
74257,Solar Heater Repair,10121,solar product,NULL,NULL
74259,Switch Plate,10050,Switches/Plug,NULL,NULL
74260,Telephone Socket,10050,Switches/Plug,NULL,NULL
74266,Measurement Book,1141,Books And Magazines,NULL,NULL
74308,Sheet Repair,164,Roof Work,NULL,NULL
74312,polycarbonate,6139,Polycarbonate Sheet,NULL,NULL
74332,Security Lock,3354,Lock,NULL,NULL
74339,Weigh Station,10069,Weigh Balance,NULL,NULL
74343,Lock Seal,786,Seal,NULL,NULL
74347,CNG Kit,4688,Automobile Ancillaries,NULL,NULL
74355,Rechargeable Torch,10039,Light and Bulb,NULL,NULL
74362,U Foam,10097,Plastic Product,NULL,NULL
74367,Centrifuge Repair,1654,Centrifugal Machine,NULL,NULL
74375,Chassis Spares,5803,Chassis,NULL,NULL
74376,Double Door,3533,Door,NULL,NULL
74381,Metal Primer,2292,Primer,NULL,NULL
74387,Voucher,5921,Stationery,NULL,NULL
74389,Table Mat,2676,Mattress,NULL,NULL
74390,Textile machinery,114,Textile Plant Machinery,NULL,NULL
74395,Flat Roof Repair,164,Roof Work,NULL,NULL
74422,Power Wire,10052,Wire And Cable,4269,Electric Power Cable
74422,Power Wire,10052,Wire And Cable,4263,Electrical Power Cable
74422,Power Wire,10052,Wire And Cable,4275,HT Power Cable
74422,Power Wire,10052,Wire And Cable,4257,Power cable
74422,Power Wire,10052,Wire And Cable,4281,Power Wire
74423,Penstock Gate Repair,5933,Dam Gate,NULL,NULL
74425,Indicator Gauge,684,Gauge,NULL,NULL
74426,CT Simulator,5592,Simulator,NULL,NULL
74444,Single Pole Switch,10050,Switches/Plug,NULL,NULL
74481,Guava,4781,Fruit,NULL,NULL
74485,Strawberry,4781,Fruit,NULL,NULL
74486,Watermelon,4781,Fruit,NULL,NULL
74502,Nylon Wheel,2270,Wheel,NULL,NULL
74522,Magnetron,10059,Diversified Electrical Spares And Stores,NULL,NULL
74529,PCC Flooring Repair,2318,Flooring,NULL,NULL
74553,Platform Scrap,2102,Platform,NULL,NULL
74560,Pressure Machine,255,Plant Machinery,NULL,NULL
74571,Cab Chassis,5803,Chassis,NULL,NULL
74587,Cobble,859,Building Material,NULL,NULL
74618,Cupboard Shutter Repair,4983,Shutter,NULL,NULL
74620,Bullet Proof Vest,5259,Bullet Proof Jacket,NULL,NULL
74629,Laboratory Plasticware,10097,Plastic Product,NULL,NULL
74630,Airfield,3493,Runway,NULL,NULL
74634,Switchyard Development,919,Sub Station,NULL,NULL
74652,Distribution Substation,919,Sub Station,NULL,NULL
74664,Gypsum Partition,3533,Door,NULL,NULL
74681,Crank shaft repair,2532,Shaft,NULL,NULL
74692,H Frame,599,Frame Work,NULL,NULL
74693,Gas Cutting,10051,Welding Electrode and Stores,NULL,NULL
74725,Silencer Repair,4688,Automobile Ancillaries,NULL,NULL
74741,Extractor Spares,5245,Extraction Unit,NULL,NULL
74763,Camera Cover,1396,Leather,NULL,NULL
74765,Agricultural Farm Lease,1904,Property Lease,NULL,NULL
74776,Seawater desalination plant,10107,Water Treatment Plant,NULL,NULL
74785,Theater Repair,43,Civil Work,NULL,NULL
74787,Drain System,248,Drainage,NULL,NULL
74793,Counting Chamber,657,Lab Equipment,NULL,NULL
74798,Sports Uniform,2061,Cloth,12012,Uniform cloth
74798,Sports Uniform,2061,Cloth,12019,UniformSport Uniform
74798,Sports Uniform,2061,Cloth,12026,Sports Uniform
74798,Sports Uniform,2061,Cloth,12018,UniformSport Uniform
74798,Sports Uniform,2061,Cloth,12011,Uniform cloth
74798,Sports Uniform,2061,Cloth,12025,Sports Uniform
74805,Steel Pallet,2108,Road Furniture,NULL,NULL
74812,Toilet Paper Roll,3988,Paper Product,NULL,NULL
74844,Tail Rotor,10062,Aviation Equipment,NULL,NULL
74849,Baffle wall,186,Wall,NULL,NULL
74854,Water Scooter,4095,Boat,NULL,NULL
74856,Kitting Item,10119,Arms/Ammunation Equipment,NULL,NULL
74859,Hard Stone,525,Stone,NULL,NULL
74894,Adaptor Scrap,1895,Scrap,NULL,NULL
74898,Blackboard,915,Board,NULL,NULL
74911,Bracket Tube,3308,Pipe,NULL,NULL
74917,Guy Rod,762,Rod,NULL,NULL
74928,Stand Scrap,1895,Scrap,NULL,NULL
74947,Silo Repair,2213,Tank,NULL,NULL
74948,Receiving Station Repair,10043,Diversified Power Plant Stores And Spares,NULL,NULL
74954,Thermography,1545,Consultancy Service,NULL,NULL
74955,Car Washing Machine,1311,Cleaning Equipment,NULL,NULL
74959,Flow Pump,5,Pump,NULL,NULL
74967,Vertical Pump,5,Pump,NULL,NULL
74970,Desilting  Machine,3817,Jetting Machine,NULL,NULL
74979,Forklift Spares,10056,Fork Lift,NULL,NULL
74980,PVC Door Repair,3533,Door,NULL,NULL
74991,Valve Pit,7,Valve,NULL,NULL
74994,Vehicle Air Conditioner Repair,10028,Air Conditioners,NULL,NULL
75002,Trailing Cable Repair,1515,Electrical Work,NULL,NULL
75019,Cement Concrete Lining Repair,783,Canal Work,NULL,NULL
75021,Fish Sale,3428,Fish And Sea Food Item,NULL,NULL
75024,Hand Held Metal Detector Hiring,2381,Detector,NULL,NULL
75025,Sauce,3296,Food And Beverage Items,NULL,NULL
75027,Floor Stripper,2352,Cleaning Consumables,NULL,NULL
75038,Band Saw Blade,3869,Cutting Machine,NULL,NULL
75044,Cable Harness,10052,Wire And Cable,NULL,NULL
75053,Mini Centrifuge,1654,Centrifugal Machine,NULL,NULL
75055,Bunsen Burner,4252,Furnace,NULL,NULL
75058,Acoustic Panel,186,Wall,NULL,NULL
75076,Steel Storage Tank,5540,Tank,NULL,NULL
75083,CGI Sheet Roofing Repair,164,Roof Work,NULL,NULL
75087,Coagulant,3840,Chemical,NULL,NULL
75092,Road Marking Strip,2108,Road Furniture,NULL,NULL
75095,Acrylic Distemper,47,Paint,NULL,NULL
75100,Settling Tank Repair,2213,Tank,NULL,NULL
75112,Flow indicator,1181,Scientific Equipment,NULL,NULL
75113,Oxygen Stand,10089,Hospital Furniture,NULL,NULL
75115,Control Board,10042,Control Panel,NULL,NULL
75122,Water Tower Repair,5540,Tank,NULL,NULL
75123,Maternity Item,10083,Other Medical Diagnosis Equipments,NULL,NULL
75132,Film Processor,6010,X Ray Equipment,NULL,NULL
75136,RMPU Coach Repair,5606,Locomotive,NULL,NULL
75145,Zeta Potential Analyzer,4997,Analyser,NULL,NULL
75166,Vibrator Scrap,3702,Vibrating Machine,NULL,NULL
75172,Power Sale,10043,Diversified Power Plant Stores And Spares,NULL,NULL
75183,Shelving,2906,Cabinet,NULL,NULL
75184,Copper Gasket,8,Gasket,NULL,NULL
75191,Garage Door,3533,Door,NULL,NULL
75192,Spring hanger,5082,Rail Accessories,NULL,NULL
75195,Teflon Wire,10052,Wire And Cable,NULL,NULL
75196,Steel Electrode,10051,Welding Electrode and Stores,NULL,NULL
75202,Site Work,2446,Land Development,NULL,NULL
75205,Material Testing machine,991,Testing Equipment,NULL,NULL
75206,Cytometer,657,Lab Equipment,NULL,NULL
75225,Cane Carrier,2526,Truck,NULL,NULL
75233,Pole Isolator,930,Isolator,NULL,NULL
75234,Stand Fan,10035,Fan and Blower,NULL,NULL
75248,Electric Cremation Furnace Repair,4252,Furnace,NULL,NULL
75258,Xerox Toner,1012,Copier,NULL,NULL
75270,Creek Bridge,501,Bridge,NULL,NULL
75279,Down lighter,10039,Light and Bulb,NULL,NULL
75282,Suspension Strap,5082,Rail Accessories,NULL,NULL
75283,Pheromone Trap,6178,Agricultural Equipment,NULL,NULL
75290,Dynamometer,657,Lab Equipment,NULL,NULL
75292,Ultra Centrifuge,1654,Centrifugal Machine,NULL,NULL
75296,Mobile Filter,12,Filter,NULL,NULL
75297,Cam Bush,4440,Bush,NULL,NULL
75307,Wheel Lathe Spares,3357,C N C Machine,NULL,NULL
75315,split Casing Pump,5,Pump,NULL,NULL
75316,Clarifloculator Repair,10107,Water Treatment Plant,NULL,NULL
75321,Drainage Pumping Station Repair,5,Pump,NULL,NULL
75327,Bench Seat,3049,Benches,NULL,NULL
75330,Textile,6154,Textile Product,NULL,NULL
75332,Stop Screw,3603,Screw,NULL,NULL
75334,Blood Analyzer,4997,Analyser,NULL,NULL
75346,Pedestrian subway,1377,Tunnel Work,NULL,NULL
75349,Dot Matrix Printer Repair,10004,Printers,NULL,NULL
75362,Mattress Hiring,2676,Mattress,NULL,NULL
75363,Carpet Hiring,2608,Carpet,NULL,NULL
75365,Printer Ink,10004,Printers,NULL,NULL
75367,silver item,6192,Gold Jewellery,NULL,NULL
75368,stone item,525,Stone,NULL,NULL
75379,bell push switch,10050,Switches/Plug,NULL,NULL
75387,End Connector,547,Connector,NULL,NULL
75394,water level indicator repair,1181,Scientific Equipment,NULL,NULL
75402,Solar LED Street Lighting,10039,Light and Bulb,8376,LED Street Light
75402,Solar LED Street Lighting,10039,Light and Bulb,8391,Solar LED Street Light
75402,Solar LED Street Lighting,10039,Light and Bulb,8396,Solar LED Street Lighting
75402,Solar LED Street Lighting,10039,Light and Bulb,8386,LED Street light Replacement
75402,Solar LED Street Lighting,10039,Light and Bulb,8381,LED Street Light Luminaries
75411,Controlling Valve Repair,7,Valve,NULL,NULL
75415,Clinker Grinder Spares,4021,Grinder,NULL,NULL
75417,Hydraulic Truck,2526,Truck,NULL,NULL
75418,Reducing Socket,1968,Pipes / Fittings,NULL,NULL
75420,PVC Tap,3133,Tape,NULL,NULL
75434,Power Factor Correction Panel Repair,10042,Control Panel,NULL,NULL
75447,Reducing Elbow,2395,C I Fittings,NULL,NULL
75459,Circuit Breaker Panel,10049,Circuit Breakers/Fuse,NULL,NULL
75464,Ladder Vehicle Hiring,259,Vehicles Hiring,NULL,NULL
75471,Foetal Monitor,10083,Other Medical Diagnosis Equipments,NULL,NULL
75474,Antenna Spares,10066,Antenna/Tower,NULL,NULL
75500,Gusset Plate,2683,Steel Plate,NULL,NULL
75505,Air Circulator Repair,10036,Ventilation and Ventilator,NULL,NULL
75514,Plate Cover,2637,Metal Products,NULL,NULL
75516,Water bag,5964,Kitchen Equipment,NULL,NULL
75534,Crimping Lug,10059,Diversified Electrical Spares And Stores,NULL,NULL
75543,Manikin,10130,Statue,NULL,NULL
75572,Car Lease,259,Vehicles Hiring,4132,Taxi hiring
75572,Car Lease,259,Vehicles Hiring,4143,Car Hiring
75572,Car Lease,259,Vehicles Hiring,4154,Cab Service
75572,Car Lease,259,Vehicles Hiring,4187,Taxi Service
75572,Car Lease,259,Vehicles Hiring,4176,Car Rental
75572,Car Lease,259,Vehicles Hiring,4165,Car Lease
75593,Pressure Controller,7,Valve,NULL,NULL
75620,Signal Light,10039,Light and Bulb,NULL,NULL
75622,Exopy Coating,15,Coating,NULL,NULL
75623,Oil Filter Machine,1720,Oil Filter,NULL,NULL
75668,Inflatable rubber Boat,4095,Boat,NULL,NULL
75682,vacuum tube solar system,10121,solar product,NULL,NULL
75683,solar LED Light,10039,Light and Bulb,NULL,NULL
75693,Disp Surgical Glove,10099,Disposable Medical - Surgical Items,NULL,NULL
75713,Steel Roll,1694,Steel Product,NULL,NULL
75714,Oil Tanker,3816,Tanker,NULL,NULL
75723,Radio Frequency Identification,454,Security Equipment,NULL,NULL
75736,Tube Cap,4182,Packing Articles,NULL,NULL
75737,Rubber Bend,802,Rubber Product,NULL,NULL
75767,VFD Panel,10072,Other Electronic Devices,NULL,NULL
75775,Cardium Compound,5187,Lubricant Product,NULL,NULL
75781,Brick masonry wall,186,Wall,NULL,NULL
75785,water softener plant,10101,Water Purification System,NULL,NULL
75803,Diethylene Glycol,3840,Chemical,NULL,NULL
75809,Synthetic Mat,6154,Textile Product,NULL,NULL
75819,Sewerline Repair,1844,Sewerage Line,NULL,NULL
75830,Teflon Rod,762,Rod,NULL,NULL
75831,Mechanical Foam,523,Fire Fighting System,NULL,NULL
75833,Belzona,3840,Chemical,NULL,NULL
75835,Hoist Spares,996,Hoist,NULL,NULL
75846,Rivet Gun,804,Tool,NULL,NULL
75848,Wrench Pipe,1591,Wrenches,NULL,NULL
75855,Stacker Reclaimer,3939,Stacker,NULL,NULL
75860,Road Marking Machine,6034,Construction Machinery,NULL,NULL
75864,Salt Spreader,4925,Vehicle,NULL,NULL
75871,Oil Free Compressor,1488,Compressor,NULL,NULL
75873,Saliva Ejector,10081,Dental Equipments and Stores,NULL,NULL
75882,Speedometer Spares,657,Lab Equipment,NULL,NULL
75883,Jelly Filled Underground Cable,10052,Wire And Cable,NULL,NULL
75885,Gas Refrigerant Freon,1439,Gases,NULL,NULL
75888,Copper Pin,606,Pin,NULL,NULL
75896,garbage tipper,5512,Tipper,2673,Garbage trolley
75913,Football Ground,430,Sports Ground,NULL,NULL
75930,Epidural Catheter,10099,Disposable Medical - Surgical Items,NULL,NULL
75931,Epidural needle,10099,Disposable Medical - Surgical Items,NULL,NULL
75955,Drill Spares,3391,Drill Machine,NULL,NULL
75956,Tile Roof Repair,164,Roof Work,NULL,NULL
75957,Sonography Machine,10083,Other Medical Diagnosis Equipments,NULL,NULL
75974,Fabrication Item Repair,357,Fabrication Work,NULL,NULL
75975,GI Profile Sheet Roofing,164,Roof Work,1173,Profile Sheet
75977,Pulse Transformer,44,Transformer,NULL,NULL
75979,Precision balance,10069,Weigh Balance,NULL,NULL
75984,Job Card,5921,Stationery,NULL,NULL
75986,Sewer Treatment Plant,2067,Sewage Treatment Plant,NULL,NULL
75988,Turbine Flow Meter,657,Lab Equipment,NULL,NULL
76001,Substation Structure,919,Sub Station,NULL,NULL
76008,ACSR Moose Conductor,110,Conductor,NULL,NULL
76011,RCC Stage,2177,R C C Work,NULL,NULL
76017,Pipe Bend,2463,Bend,NULL,NULL
76026,Bulk Milk Cooler Repair,5309,Dairy Equipments,NULL,NULL
76040,Emulsion,3840,Chemical,NULL,NULL
76055,Packing Wood,2646,Wood,NULL,NULL
76067,Plow,6178,Agricultural Equipment,NULL,NULL
76070,Satellite Data,10066,Antenna/Tower,NULL,NULL
76072,china mosaic flooring,2318,Flooring,NULL,NULL
76077,Perforated Sheet,711,Metal Sheet,NULL,NULL
76081,GI Screw,3603,Screw,NULL,NULL
76086,Digging work,905,Trenching Work,NULL,NULL
76090,Pumping Plant,5,Pump,NULL,NULL
76092,DTC Meter,657,Lab Equipment,NULL,NULL
76094,Access Controller,454,Security Equipment,NULL,NULL
76096,Boiler Spare,6,Boiler,NULL,NULL
76105,Bird,4952,Animals,NULL,NULL
76115,Winding Machine,255,Plant Machinery,NULL,NULL
76117,Gasket Cylinder,8,Gasket,NULL,NULL
76120,Hygiene Service,493,Cleaning Work,NULL,NULL
76134,Video Profile Projector,10075,Projector,NULL,NULL
76141,Profile Cutting Machine,3869,Cutting Machine,NULL,NULL
76147,Wreaker Crane,46,Crane,NULL,NULL
76149,AMF Control Panel Repair,10042,Control Panel,NULL,NULL
76154,EP Brake,4688,Automobile Ancillaries,NULL,NULL
76161,Portable Monitor,10011,Diversified Computer Hardware And Peripherals,NULL,NULL
76168,Sprayer Pump,5,Pump,NULL,NULL
76169,Wooden Handle,2140,Handle,NULL,NULL
76178,Canal Structure Repair,783,Canal Work,NULL,NULL
76194,L Angle,373,Angle,NULL,NULL
76196,Tributary card,10072,Other Electronic Devices,NULL,NULL
76212,Tympanometer,657,Lab Equipment,NULL,NULL
76216,OT Lamp,10039,Light and Bulb,NULL,NULL
76223,Dug Well Repair,563,Well Work,NULL,NULL
76233,Solar Photovoltaic Panel,10121,solar product,19764,Solar Photovoltaic System
76233,Solar Photovoltaic Panel,10121,solar product,19771,Solar Photo
76233,Solar Photovoltaic Panel,10121,solar product,19778,Solar PV
76237,Modular Toilet,357,Fabrication Work,NULL,NULL
76249,Mineral Salt,4169,Salt,NULL,NULL
76250,Radiator Cooling Fan,1596,Radiator,NULL,NULL
76256,Wagon Repair,5606,Locomotive,NULL,NULL
76257,Drainage Item,248,Drainage,NULL,NULL
76259,Stenography Service,1545,Consultancy Service,NULL,NULL
76268,Water Treatment Plant Spares,10101,Water Purification System,NULL,NULL
76273,Billiard Table,5761,Playing Equipment,NULL,NULL
76283,Public Toilet,1142,Toilet,NULL,NULL
76285,Plug Valves Steel,7,Valve,NULL,NULL
76287,Spherical valve,7,Valve,NULL,NULL
76289,Portable Suction Machine,3817,Jetting Machine,NULL,NULL
76295,Fiber Glass Ladder,4955,Ladder,NULL,NULL
76296,Rail crane,46,Crane,NULL,NULL
76303,Polisher,804,Tool,NULL,NULL
76323,Bituminous Surface,518,Road,NULL,NULL
76325,MS Grating Repair,4443,Meshes,NULL,NULL
76328,Mesh Fencing,868,Fencing Work,NULL,NULL
76344,Hot Insulation,10037,Insulation and Insulating Materials,NULL,NULL
76346,Fire Work,5071,Man Power,NULL,NULL
76357,Grader Hiring,6034,Construction Machinery,NULL,NULL
76360,Open Drain,248,Drainage,NULL,NULL
76377,Ceramic Ball,1812,Sanitary Items,NULL,NULL
76390,Antibiotic Disc,10099,Disposable Medical - Surgical Items,NULL,NULL
76399,Microtip,1181,Scientific Equipment,NULL,NULL
76421,Pulp Board,1771,Paper,NULL,NULL
76447,Energy monitoring system,3921,Monitoring System,NULL,NULL
76458,Loading Pad,5082,Rail Accessories,NULL,NULL
76465,Protective Eyewear,1275,Protection Kit,NULL,NULL
76466,Dress Item,2061,Cloth,NULL,NULL
76468,Toll Plaza,2551,Toll Collection,84,Toll Booth
76468,Toll Plaza,2551,Toll Collection,77,Toll Plaza
76468,Toll Plaza,2551,Toll Collection,91,Toll Collection
76491,File Flag,6154,Textile Product,NULL,NULL
76492,CD Marker,5921,Stationery,NULL,NULL
76493,PVC Block,3331,P V C Product,NULL,NULL
76495,Doom Light,10039,Light and Bulb,NULL,NULL
76510,Safety Measure,5491,Measurement System,NULL,NULL
76511,Laptop Bag,1372,Bag,NULL,NULL
76516,Air Regulator,239,Taps And Dies,NULL,NULL
76517,Inner Race,5082,Rail Accessories,NULL,NULL
76520,foot powder,427,Drug,NULL,NULL
76523,Burner Block,4252,Furnace,NULL,NULL
76524,Crane Scale,10069,Weigh Balance,NULL,NULL
76545,Calcium acetate,3840,Chemical,NULL,NULL
76551,Paracetamol,1317,Medicine,NULL,NULL
76558,Leak Tester,991,Testing Equipment,NULL,NULL
76572,Groundnut Cake,4932,Animal Feed,NULL,NULL
76588,KM Post,565,Sign Board,NULL,NULL
76589,Copier Hiring,1012,Copier,NULL,NULL
76604,Waterfront Repair,2827,Water Supply,NULL,NULL
76605,Cheque Paper,1771,Paper,NULL,NULL
76615,Wheelie Bin,5549,Dust Bin,NULL,NULL
76617,Haulage Rope,946,Rope,NULL,NULL
76622,copper connector,547,Connector,NULL,NULL
76639,Male Connector,547,Connector,NULL,NULL
76654,Shock Bar,2387,Bar,NULL,NULL
76658,Speaker Repair,10074,Audio/Video Equipments,NULL,NULL
76676,Antenna Mast,10066,Antenna/Tower,NULL,NULL
76678,Central Heating plant repair,10088,Heater,NULL,NULL
76685,Door Seal,786,Seal,NULL,NULL
76695,Intake tank,2213,Tank,NULL,NULL
76697,SS Shim,5082,Rail Accessories,NULL,NULL
76701,Terminal strip,10059,Diversified Electrical Spares And Stores,NULL,NULL
76704,CNC Machine Repair,3357,C N C Machine,NULL,NULL
76721,Spiral Spring,2640,Spring,NULL,NULL
76730,Gears,1178,Gear,NULL,NULL
76732,Liquid Detergent,4297,Detergent,NULL,NULL
76741,Compound  Wall,186,Wall,NULL,NULL
76772,Catchpit,1377,Tunnel Work,NULL,NULL
76774,Shaft Pump,5,Pump,NULL,NULL
76781,Neoprene Gasket,8,Gasket,NULL,NULL
76787,Emulsion Paint,47,Paint,NULL,NULL
76792,Strainer Spares,12,Filter,NULL,NULL
76794,Bearing Isolator,930,Isolator,NULL,NULL
76799,Steel Strap,5182,Steel,NULL,NULL
76802,Asbestos Gasket,8,Gasket,NULL,NULL
76816,Hose Pipe Repair,438,Hose,NULL,NULL
76829,Sand Gravel,859,Building Material,NULL,NULL
76831,Dial Indicator,1181,Scientific Equipment,NULL,NULL
76846,Welding Screen,10051,Welding Electrode and Stores,NULL,NULL
76859,Plastic Stand,10097,Plastic Product,NULL,NULL
76862,Cartridge Ink,10004,Printers,NULL,NULL
76889,MS Wire,10052,Wire And Cable,NULL,NULL
76904,Crank Pin,4883,Fasteners,NULL,NULL
76909,Injection Pump,5,Pump,NULL,NULL
76922,Rock,525,Stone,NULL,NULL
76925,Pipe Bracket Gasket,8,Gasket,NULL,NULL
76928,Radiation Meter,657,Lab Equipment,NULL,NULL
76934,Gravel Road Repair,518,Road,NULL,NULL
76944,Beacon,10039,Light and Bulb,NULL,NULL
76947,LED TV Repair,10074,Audio/Video Equipments,NULL,NULL
76951,Blocking Diode,10072,Other Electronic Devices,NULL,NULL
76955,Cloak Room,4831,Agent,NULL,NULL
76959,Steel Bushing,5082,Rail Accessories,NULL,NULL
76979,Aviation Light Repair,1515,Electrical Work,NULL,NULL
76987,Platform surface,2102,Platform,NULL,NULL
76990,Cloth Sheet,2061,Cloth,NULL,NULL
76998,Computer Cable,10052,Wire And Cable,NULL,NULL
77026,Organic waste converter,844,Waste Management System,NULL,NULL
77047,Gusset,4688,Automobile Ancillaries,NULL,NULL
77058,Double Punch,804,Tool,NULL,NULL
77069,Felt wick,5082,Rail Accessories,NULL,NULL
77070,Gas Mixture,1439,Gases,NULL,NULL
77071,Air Conditioning Compressor,1488,Compressor,NULL,NULL
77078,Paint Remover,3840,Chemical,NULL,NULL
77081,Water Filter Cartridge,12,Filter,NULL,NULL
77090,Flange Joint,1968,Pipes / Fittings,NULL,NULL
77092,Stainless steel inlay,5182,Steel,NULL,NULL
77100,Formica Sheet,251,Plywood,NULL,NULL
77103,Sensor Switch,10050,Switches/Plug,NULL,NULL
77115,Straw Board,915,Board,NULL,NULL
77116,Sheet Metal Screw,3603,Screw,NULL,NULL
77119,Coolant Water,5187,Lubricant Product,NULL,NULL
77128,Lock Spring,2640,Spring,NULL,NULL
77130,Curtain Scrap,10122,textile scrap,NULL,NULL
77136,Aquaguard Scrap,10101,Water Purification System,NULL,NULL
77140,Plug Screw,3603,Screw,NULL,NULL
77155,Dosimeter,657,Lab Equipment,NULL,NULL
77160,Ion Chamber,657,Lab Equipment,NULL,NULL
77163,Husk,4932,Animal Feed,NULL,NULL
77165,Digital Board,10072,Other Electronic Devices,NULL,NULL
77167,Longitudinal Beam,5082,Rail Accessories,NULL,NULL
77168,RCC Sewer Pipeline,1844,Sewerage Line,NULL,NULL
77184,White Washing Item,47,Paint,NULL,NULL
77185,Switchboard Panel,10076,Distribution Board,NULL,NULL
77191,Gas Transmission Pipeline,987,Pipeline Project,NULL,NULL
77193,RCC pipe drain,248,Drainage,NULL,NULL
77198,Spun pole,97,Pole,NULL,NULL
77199,Water Jar,5964,Kitchen Equipment,NULL,NULL
77200,Diesel Welding Machine,10051,Welding Electrode and Stores,NULL,NULL
77204,Seat Scrap,1915,Wooden Scrap,NULL,NULL
77210,IT Switch,10050,Switches/Plug,NULL,NULL
77215,measuring gauge,5491,Measurement System,NULL,NULL
77217,PE Bag,640,Bag,NULL,NULL
77223,Candle Stick,5187,Lubricant Product,NULL,NULL
77228,Axle Pin,606,Pin,NULL,NULL
77238,Car Lift,822,Elevator,NULL,NULL
77242,PID Controller,1181,Scientific Equipment,NULL,NULL
77243,Electric Hoist,996,Hoist,NULL,NULL
77262,brake block adjuster,4688,Automobile Ancillaries,NULL,NULL
77268,Reinforcement Bar,2387,Bar,NULL,NULL
77276,PVC Float Valve,7,Valve,NULL,NULL
77282,HSS Twist Drill,3391,Drill Machine,NULL,NULL
77286,Sodium Nitrite,3840,Chemical,NULL,NULL
77302,Fan Rewinding,10035,Fan and Blower,NULL,NULL
77304,Filter box,12,Filter,NULL,NULL
77305,Daily Usable Item,5256,Toiletries,NULL,NULL
77331,Efficiency Flooring,2318,Flooring,NULL,NULL
77340,Electrical Lamp,10039,Light and Bulb,NULL,NULL
77345,OMR scanner,10005,Scanners,NULL,NULL
77360,Drip irrigation system,903,Irrigation System,NULL,NULL
77367,Oxygen Plant,10115,Chemical Machinery,NULL,NULL
77368,Escort Crane Spares,46,Crane,NULL,NULL
77369,Brake Hose,4688,Automobile Ancillaries,NULL,NULL
77383,Crepe Paper,3988,Paper Product,NULL,NULL
77386,Urine Analyser,4997,Analyser,NULL,NULL
77402,Drying chamber,657,Lab Equipment,NULL,NULL
77403,Star Delta Starter Repair,660,Motor,NULL,NULL
77405,Gantry Girder,2599,Girder,NULL,NULL
77406,washable apron repair,2177,R C C Work,NULL,NULL
77430,LT Shackle,10059,Diversified Electrical Spares And Stores,NULL,NULL
77438,Reconductoring,110,Conductor,NULL,NULL
77439,HDPE Woven Sack,640,Bag,NULL,NULL
77443,T Joint,1968,Pipes / Fittings,NULL,NULL
77446,Fine Sand,1129,Sand,NULL,NULL
77449,Glass strip,3986,Glassware Item,NULL,NULL
77450,Fan Hook,5200,Hook,NULL,NULL
77452,MS Handle,2140,Handle,NULL,NULL
77455,Flush cistern,1812,Sanitary Items,NULL,NULL
77464,FRP ladder,4955,Ladder,NULL,NULL
77468,Sterile Gauze,10099,Disposable Medical - Surgical Items,NULL,NULL
77476,floor spring,3531,Hardware And Accessories,NULL,NULL
77480,Fibre Cleaver,3869,Cutting Machine,NULL,NULL
77485,Tweezer,804,Tool,NULL,NULL
77501,Antiscalant,3840,Chemical,NULL,NULL
77512,Feeder Canal,783,Canal Work,NULL,NULL
77518,toffee,3296,Food And Beverage Items,NULL,NULL
77536,Goat Sale,4952,Animals,NULL,NULL
77564,Timing machine,10072,Other Electronic Devices,NULL,NULL
77576,Copper Scrap Gear Box Scrap,5342,M S Scrap,NULL,NULL
77582,Diaphragm Scrap,4960,Diaphragm,NULL,NULL
77598,Dispenser Scrap,255,Plant Machinery,NULL,NULL
77601,Non Asbestos Sheet,5951,Asbestos Products,NULL,NULL
77607,Fault Locator Scrap,657,Lab Equipment,NULL,NULL
77621,Smart Meter,638,Meter,2283,smart meter
77621,Smart Meter,638,Meter,2284,Smartmeter
77621,Smart Meter,638,Meter,2285,Smart-meter
77650,Digital Machine,10074,Audio/Video Equipments,NULL,NULL
77652,Data Projector,10075,Projector,NULL,NULL
77674,Cable Termination Kit,10052,Wire And Cable,NULL,NULL
77680,Pin bush coupling,606,Pin,NULL,NULL
77683,Inspection Door,3533,Door,NULL,NULL
77684,GIS Substation,919,Sub Station,NULL,NULL
77685,Synthetic Flooring,4606,Synthetic Surface,NULL,NULL
77687,Curb Stone,525,Stone,NULL,NULL
77691,Mast Tower,3510,Tower,NULL,NULL
77698,HEPA filter,12,Filter,NULL,NULL
77715,Head Regulator Gate Repair,5933,Dam Gate,NULL,NULL
77728,Chlorine Room,130,Building,NULL,NULL
77734,Casing Scrap,1895,Scrap,NULL,NULL
77746,Cigarette Scrap,3296,Food And Beverage Items,NULL,NULL
